date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-06-07,67142,7086,93134,69606,86057,32814,53612,19401,58367,93916,419,7118,3279,7158,8814,9538,314,3723,9201,4619,589,226,61,79,52,82,61
2025-06-08,67490,78576,48328,64774,9348,43608,22577,72099,50012,80967,6639,1018,1859,6446,3313,5410,8588,3226,4196,6847,302,803,952,1,80,17,41
2025-06-09,23488,96936,69805,31773,75081,23498,78036,19603,2229,2040,6776,8134,3045,363,3425,8140,7305,1112,4645,1552,141,227,715,31,62,44,23
2025-06-10,11139,95413,12086,20833,58186,51412,8662,99557,84156,53681,5,4841,4117,7213,9621,8386,7908,7022,475,3475,956,676,405,12,92,76,71
2025-06-11,57457,45535,51484,31610,77982,66356,44083,52749,80543,82109,7998,9998,4853,6521,3806,2731,2047,2385,132,2354,265,284,51,48,77,74,1
2025-06-12,37649,42991,9908,38599,22453,85088,78532,22109,28564,41867,7696,8940,1654,8755,6997,3566,1144,3502,7724,3609,773,603,900,43,10,34,36
2025-06-13,90402,5768,77894,92815,53421,19052,23519,27872,89226,48429,49,2432,4253,8353,9878,2918,124,3754,5922,6047,691,847,316,98,68,52,54
2025-06-14,59044,47746,20002,91667,90475,90417,10879,69549,15592,10813,2495,1611,3821,5558,2904,6607,5107,8844,4823,3516,283,804,195,25,2,92,61
2025-06-15,32099,22776,95300,2854,98097,48961,58881,38882,19897,69964,4813,1552,4144,3274,6834,5865,5508,1379,740,9399,233,903,43,29,75,21,0
2025-06-16,12456,41669,69019,63447,86133,77309,59221,29862,55591,1206,5886,6948,8808,1438,4701,370,2358,5573,7004,599,182,109,947,67,53,81,66
2025-06-17,10724,34039,84720,99572,28496,17168,77642,99311,83029,44158,3309,8205,4550,4299,5814,2946,2463,3178,3805,9532,526,102,754,24,7,85,69
2025-06-18,10682,58391,31757,1561,95119,73059,96818,72738,41421,73422,1877,858,8890,848,7043,3653,4796,3014,3580,2039,922,95,492,68,52,34,4
2025-06-19,76288,25710,94458,76805,66147,68140,51179,88650,88093,66542,6614,2113,5947,3124,9390,9466,5582,6565,3949,4904,65,50,144,15,56,10,3
2025-06-20,4906,11193,14470,31108,23635,94352,59998,31404,40599,7429,8595,2236,1223,1741,9171,4053,3147,9836,1934,9173,852,566,574,98,68,32,7
2025-06-21,4603,64170,48634,89446,6612,44307,38452,61703,60913,38510,1569,2451,9510,5147,6381,5785,3955,5788,5029,5239,515,206,661,31,2,95,58
2025-06-22,27301,84414,53608,57899,53334,5692,21955,8546,70544,19235,2853,8817,5854,1366,5574,7070,5276,6787,9529,3972,943,448,21,49,29,95,54
2025-06-23,52157,17221,7572,13820,51534,5126,11015,94901,19536,98800,4569,3963,627,4216,8687,9439,4306,2875,2060,2078,639,609,558,89,8,95,67
2025-06-24,90034,1365,90231,32183,41387,83136,48185,27370,48827,69654,8027,7802,289,8409,5662,1802,8806,1203,9332,3952,56,649,995,65,29,86,77
2025-06-25,94736,47686,18591,18600,58455,95764,89581,14306,5719,22468,4407,3870,1494,1970,2282,5159,9925,7162,2117,6165,526,301,826,78,21,50,65
2025-06-26,18703,94526,69259,74878,5401,90209,58895,71725,85361,56442,3115,2717,6551,9220,1739,9045,1314,6507,925,7029,181,60,543,38,33,25,74
2025-06-27,89862,91461,33515,56091,2478,53877,91237,20313,9110,49180,6721,7485,3139,6202,4125,5996,5022,7575,6760,2050,919,605,840,14,97,11,50
2025-06-28,44194,43124,43872,69046,30893,16260,7493,59254,19247,50394,3634,1921,2791,20,2761,1550,8259,9532,1300,2937,363,189,68,30,15,79,95
2025-06-29,53368,89571,70992,2153,65816,60941,46294,3999,71908,18274,8932,5184,3345,7092,8439,4738,311,3461,3013,2827,867,96,626,83,36,43,19
2025-06-30,90207,34751,13719,79394,39203,4315,44756,12238,94768,61409,8872,2363,6079,4020,8695,5064,6145,3957,5530,9838,31,21,966,94,97,52,11
2025-07-01,77818,91286,60990,99531,30728,85108,67734,5379,5439,9654,8980,9705,3098,125,9840,5592,1640,4532,862,309,648,507,469,97,78,74,63
2025-07-02,85644,58387,22041,46641,26610,98098,29092,16449,37537,62471,6129,6416,5816,1085,3651,8163,1898,3765,3053,7978,13,595,47,4,6,95,33
2025-07-03,44369,91816,79673,20951,60660,29366,11799,54800,61902,43185,5484,5556,9190,5821,1301,7283,9515,9134,9500,1060,510,430,610,6,37,96,7
2025-07-04,63315,77119,76395,45382,51215,39910,49630,18597,52888,35871,5715,6153,5487,4710,1983,3913,2815,2794,1606,1207,705,718,216,77,45,67,0
2025-07-05,18512,82142,11448,8590,64078,99011,34115,2402,82550,60057,9744,8248,6501,6809,9787,1675,8232,7320,4878,9025,875,913,525,35,92,64,77
2025-07-06,51105,96859,35254,23441,65648,2417,60380,68756,33822,40000,5712,7053,5708,2548,9774,3058,6901,2729,1221,8685,574,297,673,91,36,79,81
2025-07-07,66256,10677,78471,24627,88353,16355,69490,76379,96257,45380,5730,2455,8895,988,9944,5145,4848,6848,1433,9475,653,405,14,5,45,21,65
2025-07-08,34679,48422,85673,33126,48766,14904,34729,16321,95215,69243,9732,8449,5261,856,1004,2432,2647,921,2786,9636,567,954,467,46,78,27,68
2025-07-09,62659,55447,79857,39765,42716,40229,13916,78056,88389,51186,5093,184,2340,6077,2704,9772,411,3898,2937,2745,965,494,343,94,42,62,45
2025-07-10,38840,59515,878,2371,97624,75667,17691,4420,68393,25029,9946,1511,3860,7291,7596,5970,3011,504,2877,6702,930,157,375,41,99,56,81
2025-07-11,59411,24103,79085,24768,66301,98350,64228,12016,96308,58594,4700,2488,8633,3176,7319,3090,5603,8643,3194,2985,377,600,259,41,43,42,64
2025-07-12,78662,74986,94348,66239,59148,94963,18447,18318,79711,41053,396,3892,199,9602,4662,1107,9849,9676,1395,7472,703,114,489,22,54,42,51
2025-07-13,85456,85800,56556,31820,4397,6367,91967,65035,74744,9461,6916,6531,1203,3580,9164,8089,2187,8604,8823,2944,848,329,16,40,25,68,60
2025-07-14,57880,17542,27576,1215,94177,51035,11568,83455,43192,99694,9124,6445,2249,6413,1694,7764,7871,4484,3674,287,700,288,560,45,86,48,47
2025-07-15,38355,40320,53256,91052,39664,33251,19093,60021,716,76799,8256,947,4775,1340,3006,5479,3172,6847,3487,5572,41,385,168,75,30,96,19
2025-07-16,56621,90857,25918,35614,65385,78239,32832,78067,21710,77658,3453,7697,3216,4197,9372,3490,4674,8860,5962,3348,621,288,770,92,69,66,86
2025-07-17,47000,5166,38712,58720,44189,20598,27385,97572,89127,12636,6207,3256,3167,9892,9605,763,5845,3967,2279,2672,253,551,83,11,17,75,72
2025-07-18,26000,48024,22792,15636,57791,52702,32909,86636,68350,36437,4426,4949,7606,1006,3716,8836,2161,9267,8654,2824,86,986,597,28,67,12,27
2025-07-19,15306,32824,63233,3056,33063,2960,82616,86394,2447,61145,8843,1179,4275,2719,7864,3086,1991,2619,6119,4920,647,646,118,60,13,81,30
2025-07-20,87545,41400,3266,71080,25898,60927,31809,29294,77325,91750,7390,1788,6709,895,2801,326,1644,789,2483,9419,437,308,584,48,74,6,71
2025-07-21,1681,53335,94119,89336,66160,98194,41153,13925,80821,59094,9056,5611,3333,4659,1327,2150,2248,7413,7438,9706,882,868,485,61,76,58,81
2025-07-22,9022,68106,94379,67495,93681,99769,86289,12520,10916,57071,4997,5953,7049,7419,7914,4371,6723,1112,3058,3526,371,880,392,24,83,8,91
2025-07-23,49821,32917,33514,19274,56020,92889,58549,60897,4128,80411,1208,4426,9178,6729,2330,7794,80,9865,7462,5166,151,696,341,48,70,36,3
2025-07-24,35919,91316,81780,42811,70366,24186,49885,89909,15633,66801,2671,1813,6768,2996,52,7904,1178,8159,7580,588,201,324,954,28,21,14,56
2025-07-25,85676,80867,72966,59074,7335,37081,43233,76886,85847,33147,5175,3566,7393,3085,3273,9285,9205,9145,4512,9153,615,560,643,53,68,11,42
2025-07-26,33670,12951,4857,3900,52606,28863,64014,38611,21221,29700,4916,9599,4102,3334,1672,76,9185,1139,6482,2725,963,433,38,19,95,17,96
2025-07-27,64268,15478,94926,62453,94938,73766,56785,40048,47904,8623,8010,3082,2071,6705,9660,2288,9206,9905,2876,1186,465,956,914,65,99,54,63
2025-07-28,40273,34930,10904,77951,32284,21393,54875,44580,41655,72877,4721,9078,1949,728,9428,3390,9295,7199,7557,5479,485,401,148,33,75,95,40
2025-07-29,25525,85900,5955,1836,81880,51721,11337,43041,50040,95983,8116,6228,7165,785,5019,9048,694,9122,986,9459,736,663,183,40,26,27,89
2025-07-30,14819,98430,47752,41036,95665,90586,68495,87954,41673,63206,2243,1613,6267,4597,7197,5410,6505,7494,6766,3635,479,4,931,54,81,88,34
2025-07-31,97354,22075,3846,99200,98955,40679,17440,66253,28456,70697,3998,3097,7909,8251,2611,9598,598,4463,1104,1837,955,280,59,52,59,64,57
2025-08-01,76902,87726,74683,43055,53907,83476,57887,57613,73605,78831,1971,846,526,4208,173,5181,9953,206,680,6499,829,549,536,92,30,60,98
2025-08-02,78285,24867,31396,7810,7403,11044,79055,14618,34964,90677,2262,8504,9999,4641,642,7424,4706,2079,4123,6154,606,49,603,79,46,72,73
2025-08-03,57006,85133,13647,43247,63978,98308,3556,68476,22573,6928,9803,6958,7626,835,6970,7521,3077,4143,4558,8009,75,871,546,65,24,1,69
2025-08-04,28997,31210,59328,31408,90731,89634,21877,2187,57077,47440,3695,2530,1491,2386,404,5469,1317,3906,9071,6081,317,147,800,50,95,37,75
2025-08-05,23077,10240,70969,86667,12533,94326,10315,77911,30502,67097,6244,9442,9276,5358,6266,4912,3757,1791,9662,751,67,57,789,63,55,22,67
2025-08-06,80770,3422,5226,70609,39812,60406,32966,10933,30006,54023,8643,2644,1538,9243,4770,8978,4078,3317,7485,3456,679,481,306,0,82,76,88
2025-08-07,49130,74416,35860,24132,60438,21866,14286,65462,43653,41113,1166,1577,3508,814,8826,6883,3314,8936,1723,9740,932,477,936,49,93,43,27
2025-08-08,80249,92492,75208,72159,44099,14653,62907,73559,40233,72240,6004,5337,3507,688,6136,6654,300,1926,2039,4282,407,708,813,44,16,94,99
2025-08-09,53892,92300,71991,92755,1968,96439,7942,65072,11151,85468,4273,122,7918,8653,9749,7924,1921,6111,6565,691,549,489,575,35,28,81,82
2025-08-10,61135,86799,28883,65505,64457,55378,36651,67326,17783,21344,5417,5538,422,5272,989,8930,7461,986,745,9015,801,847,415,46,30,2,84
2025-08-11,45071,55956,5225,63738,78838,91488,25069,89851,48873,80680,1659,4425,9367,8356,7056,931,3834,8162,431,9883,253,16,762,13,61,35,12
2025-08-12,77675,54981,80279,53883,40952,48007,91604,79195,36832,59218,6995,2998,7601,2848,6978,5028,6791,8473,2718,6773,975,387,984,80,54,7,62
2025-08-13,12421,98854,59095,2817,79034,49589,94859,63919,4963,38674,5174,6819,735,8141,7474,4340,4475,4827,5244,8682,76,942,741,35,90,96,6
2025-08-14,77116,49150,93862,35295,47812,64470,17187,72999,98176,38983,9420,4426,9272,1475,3552,6068,220,1715,5514,575,119,182,557,60,17,27,98
2025-08-15,7177,54892,92421,71460,44985,5178,94864,14874,32245,7484,5180,1930,4585,5931,1181,2402,6339,3964,9856,380,301,115,816,84,74,31,3
2025-08-16,60194,62277,451,45358,88537,43486,67190,26032,33701,4696,4653,6227,2119,3839,1249,3897,9885,9263,8819,5188,567,778,573,48,83,80,93
2025-08-17,85091,45023,27537,70047,10505,72959,74871,90305,68081,14710,946,8780,4857,5313,9084,667,4841,3449,2677,3791,978,992,876,51,44,34,80
2025-08-18,66945,6825,73129,97637,14543,31195,94954,41783,87361,46231,6832,7527,8762,5685,2777,9919,2163,6462,5582,2821,812,133,101,14,31,61,9
2025-08-19,68250,36916,59454,10859,34748,55450,30493,20731,15598,37489,5641,6263,2491,4961,3226,1133,7102,3073,4059,5985,431,233,613,33,44,51,56
2025-08-20,41034,68764,89982,55217,1035,17781,17010,46410,62464,92796,1978,635,8009,1108,7300,7964,6030,3432,4071,8050,497,492,121,53,66,10,19
2025-08-21,94127,42750,74104,87683,81958,18532,91536,91701,68466,45273,7891,3332,7157,6617,2203,8523,2365,6996,1994,2910,883,219,396,83,85,9,38
2025-08-22,20534,50781,91335,88887,91551,78302,28596,32391,61406,60882,3509,8724,2910,8903,5484,1464,3289,1067,9082,43,464,997,175,67,13,62,78
2025-08-23,18222,73041,65192,22112,68186,85068,95648,47077,86874,47102,243,0,9887,8573,7520,6111,3432,6665,8073,347,14,595,396,48,88,9,51
2025-08-24,69757,14663,25112,96993,80758,39544,72944,86004,84735,87520,396,7551,6088,662,23,5371,5854,4637,4903,8967,49,303,28,44,36,25,8
2025-08-25,10593,25342,68421,9857,61905,38746,35389,13308,42596,35964,6616,849,9667,8643,1193,6778,4107,4751,8772,4282,691,937,143,66,96,81,56
