date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-09-28,37606,431,14719,82174,30950,51269,19416,26182,8810,75594,3591,3139,3351,3890,9934,5989,9429,6727,1803,7802,27,288,425,90,56,33,18
2025-09-29,40750,61108,69358,90154,1848,41575,52069,30677,6435,19052,5325,4890,644,8286,1767,2599,3392,331,6704,463,675,677,660,18,39,85,5
2025-09-30,81036,16126,38769,52002,75074,24263,73852,47100,8752,62038,9404,848,1340,2638,9487,8534,2807,4126,128,8262,35,512,987,72,70,60,23
2025-10-01,5683,38747,39877,22237,18199,52453,19239,18143,53579,81544,1501,7869,5195,6511,5556,322,9662,6206,5174,9285,480,907,816,8,56,80,54
2025-10-02,34147,51103,49544,86481,90811,51516,19617,4734,85953,92923,4987,9659,9876,6027,8790,8150,8709,6689,878,2994,967,679,796,72,26,44,42
2025-10-03,2109,75645,5394,1433,10667,10360,95881,96699,95987,32145,2639,7669,5881,3688,1813,3145,1455,7976,5206,9804,904,857,965,68,48,77,56
2025-10-04,40205,8072,44224,44370,9523,85775,52458,56810,11719,73704,2232,5414,7342,2266,3312,839,187,217,877,3745,817,665,154,5,4,68,63
2025-10-05,38445,27255,14580,81191,79686,86946,74048,13452,35216,88599,9486,6361,6087,6117,9765,4424,7068,829,3369,4580,993,271,906,69,25,16,14
2025-10-06,28021,56031,10444,20103,29504,10522,64248,68392,55111,31661,5508,3127,7257,1133,5001,5591,5433,1809,8292,548,626,40,985,10,46,91,25
2025-10-07,42525,6479,87963,56902,79953,16815,17284,91805,9364,91368,7412,1118,761,634,9389,7234,3928,3440,3945,6237,538,998,895,62,41,65,7
2025-10-08,16533,91202,7503,52128,42177,76632,98927,95417,99904,30224,2052,2647,2059,7265,7707,2361,3819,3063,2427,5052,6,820,579,14,64,62,83
2025-10-09,9565,14729,68722,61754,41093,33880,22844,39220,89108,22328,4631,1236,6574,622,6850,3557,740,6760,9439,9164,592,108,449,76,24,77,1
2025-10-10,1640,54778,58480,54921,50749,94670,56818,51058,3833,71888,8299,6500,7568,321,2625,5349,601,2158,8746,990,34,5,95,41,71,90,42
2025-10-11,943,43213,66146,15901,22906,4955,93893,32538,25660,85773,8964,803,4867,2405,9122,6281,8813,6672,8101,7293,803,301,325,84,9,69,79
2025-10-12,26352,46620,88046,6757,82102,55236,49407,14412,93966,59246,3781,2444,1432,7054,4205,3302,6273,7546,7162,9102,493,645,966,2,90,42,28
2025-10-13,56708,28309,14066,54388,2034,80922,829,76262,57800,6839,6613,3765,1875,7381,2577,2808,3600,1919,4560,2403,39,767,147,25,42,72,87
2025-10-14,20424,73482,24515,12045,16763,18239,39990,54597,88132,33982,1293,5905,8675,4991,121,635,8362,8028,4947,1638,76,989,704,11,33,29,40
2025-10-15,99028,1836,31575,91437,65760,51585,54619,89077,99871,38568,7960,9707,9661,2913,2945,9487,5923,1193,7108,2473,555,370,125,73,13,42,70
2025-10-16,7662,5246,94556,19328,29612,19702,20015,23156,97603,63228,8283,6758,1002,9552,1506,599,8966,8546,3862,9918,491,631,369,10,83,34,27
2025-10-17,40279,60194,28902,58347,63050,405,49949,13887,61160,80102,6128,2104,6559,473,7300,5766,234,7330,4395,9781,723,595,735,44,83,48,63
2025-10-18,99279,87190,62556,83862,86645,59466,99525,74772,56234,11858,4802,5751,6376,268,427,9006,4206,5541,4791,8535,468,250,789,23,68,7,67
2025-10-19,12966,83647,24249,24402,90577,20176,71938,60207,66327,56028,6053,6618,4370,9212,850,3511,7941,1264,4826,8778,380,566,969,22,60,48,55
2025-10-20,32372,39001,85080,13074,39550,70090,41050,80771,34896,86195,1305,1952,9864,1984,7522,5300,6671,408,1568,7407,314,489,496,59,97,74,61
2025-10-21,7081,66797,13815,27581,249,6272,45716,96445,23245,42742,2280,1567,2908,2876,3679,541,1243,5257,5004,6838,391,303,160,28,81,70,38
2025-10-22,49274,40078,75515,4948,1151,13907,46897,62686,30189,10638,3300,7747,7758,8312,1365,4005,7901,1665,7845,9933,346,258,90,78,90,69,50
2025-10-23,80283,97483,56278,37452,69728,70488,371,39199,44273,10602,7457,3964,2615,9592,7349,9686,2829,1879,9105,817,602,126,69,53,69,25,51
2025-10-24,1564,24940,32139,92425,26279,52772,66719,96166,42423,63106,8096,6984,5242,5787,9601,1816,2744,901,2044,7168,561,419,324,40,27,85,82
2025-10-25,77962,82883,36158,49284,19413,45519,51065,73373,86522,73333,7939,5592,3142,4474,8506,8522,7564,5894,2443,2176,493,852,317,87,65,52,99
2025-10-26,38410,50116,73120,60383,53954,68587,80920,59315,43695,88291,1849,3395,7827,8488,7306,1430,9251,8627,3099,9446,838,475,406,69,68,57,27
2025-10-27,2583,51627,60558,47672,2801,14597,21883,45523,97388,94346,4482,8411,9993,2471,5291,1628,8422,7668,166,6454,592,349,36,26,35,2,99
2025-10-28,62908,83168,55444,80601,52605,78612,73974,60673,26116,79933,667,6227,4323,9634,3969,4428,5803,3598,7625,3027,71,757,748,63,76,38,32
2025-10-29,70473,34309,58049,67024,93693,78612,94855,58964,16816,66156,8798,4905,1322,4565,2631,8363,6264,9813,7290,7837,227,94,356,35,79,97,30
2025-10-30,29788,14149,64601,53574,2137,99734,69400,46258,78814,25653,6793,442,857,1412,7756,5910,5572,750,2465,1030,550,419,117,76,92,49,24
2025-10-31,68301,14908,13579,78136,30699,33121,92574,90169,1033,19964,4779,2949,2184,7579,318,3542,9696,3746,2834,9216,241,277,775,14,80,87,13
2025-11-01,58792,69186,51304,43356,28584,39725,93626,28972,6664,51857,4174,9361,5961,5243,2312,4735,9171,6516,3053,1161,448,819,926,46,82,21,62
2025-11-02,36267,58758,87931,87313,53221,54786,52122,49916,7577,42184,3972,1521,3911,1549,8669,7169,9806,2575,8439,980,111,332,742,39,75,62,92
2025-11-03,47395,7247,34023,18153,35882,65866,48022,90244,62194,99227,370,2760,2834,9471,8949,5035,464,9264,7402,8918,562,663,330,90,53,88,61
2025-11-04,19686,33393,60326,89333,19942,33091,19620,97220,82978,92263,3112,6791,1086,6080,8615,4691,6766,8462,7939,6988,213,547,104,36,90,77,25
2025-11-05,40843,93151,89114,12180,91030,86254,67798,91783,36129,93522,7139,4195,5773,526,4623,9474,9578,5104,8114,4024,22,696,571,23,64,90,9
2025-11-06,2902,42067,80088,48835,33038,53076,3722,68888,32868,98585,3871,8299,8180,1308,9027,4142,3706,5449,9813,4206,399,413,853,45,19,89,1
2025-11-07,37814,92586,5735,61592,82624,20827,44509,32427,76301,95100,5469,7870,9836,2352,7673,7812,7841,5633,7657,2959,59,653,923,22,58,78,81
2025-11-08,37914,89787,80933,72741,20619,38976,79289,41735,70546,45191,3203,9156,8377,8030,1652,1748,2197,9638,7125,3362,983,132,186,89,20,59,54
2025-11-09,41879,25411,81936,90533,98871,72777,29402,30621,83114,9911,9597,7447,9892,6328,3186,4695,9088,5577,884,3169,131,718,588,62,83,90,70
2025-11-10,74592,10095,86405,73574,76035,59419,45545,30685,99727,81014,2371,8344,5811,2527,5445,6975,2640,9287,2688,3842,588,265,689,53,41,97,10
2025-11-11,77776,60572,41844,64011,80983,19492,76811,38302,40261,79047,1244,8208,2157,1601,2653,4125,7381,3463,61,9124,297,418,213,47,62,1,4
2025-11-12,62954,18157,21297,10164,24236,18775,4782,57174,49686,30205,8986,6593,4204,5010,760,5505,8370,4671,2188,3744,770,605,78,13,11,9,73
2025-11-13,34950,34109,73742,87446,77566,72768,2404,77089,80109,10966,2546,9017,203,2320,4316,966,7073,6683,7002,3977,917,794,988,55,77,72,90
2025-11-14,76520,74213,16394,74749,94457,23235,66085,66088,52901,32815,3448,3532,8803,4618,84,9663,4694,5298,5001,7692,699,847,960,61,87,48,95
2025-11-15,27079,91353,5930,6646,84484,85281,28117,47788,4174,75509,7699,835,4175,7378,4266,2498,9210,3795,8653,3860,184,940,675,60,95,65,43
2025-11-16,45721,66104,76879,69427,7206,37526,23644,98374,78308,53765,5666,2641,8612,283,404,1164,8073,1802,3013,1033,355,505,0,29,96,97,88
2025-11-17,78555,96424,74112,52336,92963,43336,50883,977,41000,4729,8436,9983,5334,3053,882,8179,4229,4400,1370,4064,826,667,251,30,83,75,87
2025-11-18,10753,31775,59852,24941,37478,41336,88084,35329,84889,93343,9226,8413,2312,8755,3987,7444,2072,9136,9637,3096,347,136,734,95,75,48,29
2025-11-19,65070,27583,14627,91590,73900,23094,14771,37587,95561,25738,1316,829,9171,3724,1103,2930,1141,9134,8160,9467,295,770,742,18,49,71,51
2025-11-20,46433,89650,21573,12383,2926,67478,72732,69126,88536,18119,7983,1901,9341,6705,3521,32,545,9949,1065,4450,46,737,274,59,7,93,31
2025-11-21,65343,77193,58225,50459,20838,90133,99093,93075,44727,22075,4404,8096,7372,2430,4232,1791,8020,1584,8083,5269,496,943,543,42,15,54,84
2025-11-22,26103,2129,70521,57197,12325,44749,51365,95814,80604,67158,1278,8948,6793,4053,7114,2524,6585,5970,7267,7054,697,395,635,81,14,78,40
2025-11-23,50004,40744,61418,86961,39038,68308,86903,19375,59721,97712,8292,8452,1279,2121,9015,5841,3327,6686,926,3646,59,323,89,79,63,24,99
2025-11-24,239,44260,40894,57092,63511,15731,23110,13928,22374,2664,8262,389,1953,4072,2033,6447,4377,9462,5889,3510,251,558,495,8,28,89,17
2025-11-25,7938,8129,18964,38334,98133,60608,54866,13097,67248,18417,1054,8724,4588,2196,9043,6883,3314,4841,416,6789,161,47,838,68,12,40,9
2025-11-26,69897,99665,29793,65356,81121,75989,9992,1181,21461,74694,1579,9991,168,4140,3582,2479,1026,9190,5676,9786,154,507,246,60,76,89,42
2025-11-27,44427,98824,44161,45542,90473,43894,93482,8287,93600,69042,3317,6158,5982,8843,2965,1697,1393,6732,2148,8028,560,390,957,16,52,74,35
2025-11-28,94834,13443,10498,96800,45709,24672,61451,60885,39269,67376,1194,7292,9861,2266,8666,3575,1273,7571,3593,2746,110,232,372,50,40,91,93
2025-11-29,66090,67058,81224,50614,69143,20624,92216,25380,77568,40003,2568,625,6280,5472,2507,931,2434,6990,4076,2030,938,218,112,38,8,46,88
2025-11-30,51488,19762,88642,91647,30795,83749,68070,50860,41914,72218,2454,8736,4638,8755,3106,8976,1605,8125,4451,2723,363,674,264,78,90,21,7
2025-12-01,13312,7492,30691,55715,77884,92135,46578,64572,77214,62729,6543,5764,9127,8464,4784,3263,491,3598,8529,6306,481,960,637,59,16,22,92
2025-12-02,90986,54175,69860,14772,66273,13571,43151,33509,54225,96687,5191,128,2414,9885,2970,751,9928,5044,5606,6032,611,124,619,61,83,39,81
2025-12-03,34038,68312,569,28566,4038,66560,35264,1018,56841,84532,8002,527,5347,216,752,9141,3429,4642,5364,9224,454,637,93,17,44,35,24
2025-12-04,11729,34336,36823,35651,4499,24585,39481,32192,90135,32965,3347,376,9205,5326,8234,2605,3541,7899,1765,1510,770,428,511,12,37,61,67
2025-12-05,4235,87225,31016,47625,43662,88626,56230,42098,87992,83713,7961,3769,80,3501,4664,5505,4710,1246,8246,7761,135,872,32,31,20,49,17
2025-12-06,54526,58804,71736,93839,24387,2396,21428,75892,7677,81473,1715,3121,995,3896,47,7223,7775,1049,5130,4078,311,191,630,3,82,12,14
2025-12-07,3626,22150,36905,57384,23871,48502,78146,38165,80593,21798,2676,2257,8665,9560,862,3248,6208,6316,5488,8331,377,95,490,59,71,31,48
2025-12-08,53192,88606,75701,91603,18578,92015,7235,54211,88745,38758,6663,2845,7986,4169,1416,965,3024,3303,4977,7819,447,34,136,19,59,1,57
2025-12-09,72908,81487,49415,49770,40950,62677,84708,78709,89403,20485,9306,5836,6014,370,4841,4019,7188,7213,4413,282,974,352,54,69,7,59,95
2025-12-10,51052,27999,83157,26124,95225,78632,70315,59675,35239,77901,9240,832,8067,8094,502,2316,6014,2078,7678,9725,264,231,162,18,96,61,33
2025-12-11,52668,63189,48437,50331,90032,97334,85232,51721,54236,18472,8314,1629,4095,7837,3047,9912,4318,9603,9072,5601,996,689,242,46,8,58,85
