date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-07-11,9401,36061,77252,60057,51690,28065,93903,75131,65832,12023,3626,1683,2414,9774,9198,1500,3618,8389,9640,250,425,731,475,6,26,73,72
2026-07-12,10494,71906,97120,82058,50909,64050,28108,98423,47764,71336,6962,4911,940,3365,8033,5319,5240,2471,9817,2637,56,469,634,59,34,5,62
2026-07-13,74299,93956,52860,61224,56764,65767,54685,7842,95097,33930,6331,4632,6150,553,9892,1455,2364,413,1,5503,889,268,80,97,76,5,75
2026-07-14,59147,71464,4046,79833,94592,17075,20686,30666,28817,53748,8788,7917,8057,4410,8019,382,90,4549,989,7879,674,612,599,68,39,5,75
2026-07-15,36119,13772,58001,99011,14606,58735,99385,72547,80718,21292,9038,844,1883,8719,1086,5795,8557,5100,1170,3508,777,80,533,72,53,5,92
2026-07-16,96763,16246,56517,64137,43177,31665,74360,98165,59063,916,2733,2653,2083,1856,452,6287,6628,4037,3904,7946,329,663,879,66,80,49,61
2026-07-17,45739,35027,32547,57993,89613,23070,94977,64494,4102,24502,5794,5739,5411,1885,5250,7558,4729,1524,7035,4265,526,559,669,10,13,46,77
2026-07-18,26890,1350,1230,11842,63453,15461,23354,6452,97221,85412,9542,7984,1271,6895,1232,4485,2734,3346,86,4972,432,946,322,9,19,18,68
2026-07-19,46438,8368,51595,48463,30263,21438,36082,71442,83141,61558,6188,7890,178,605,250,3171,2143,2933,6953,3214,9,881,811,81,26,57,87
2026-07-20,39128,66850,32789,7339,8556,22983,80160,37394,88718,60939,3337,6114,4588,7189,9574,8427,7683,7174,3867,477,170,436,972,1,44,89,63
2026-07-21,73070,53507,41170,38206,70744,69251,12117,2562,94406,15772,4447,8375,1851,7753,2163,98,6826,1889,5084,6688,353,588,274,97,94,83,9
2026-07-22,92154,31749,55383,66606,41613,5945,44849,3911,53013,38592,8030,1582,319,9284,1986,610,1926,752,2542,3481,968,361,930,12,54,5,91
2026-07-23,78754,62917,53760,72252,31582,92606,47748,35182,93739,5434,5335,5793,7165,8723,390,1481,3661,1795,9254,5867,508,217,466,63,75,67,99
2026-07-24,94738,64617,66080,86525,88137,24070,45357,96965,79008,81453,4495,3440,1324,1545,4662,3343,9982,464,713,765,74,976,278,24,68,85,50
2026-07-25,89228,13978,86786,24867,77184,57894,96769,77585,7692,18278,9561,2529,2296,7010,3871,1098,5229,6719,9881,3605,237,505,575,35,66,69,2
2026-07-26,42916,89162,78045,30605,76062,75348,73197,83441,93250,22158,6046,2619,705,4198,6546,1509,6938,1105,2610,3449,75,409,698,32,37,25,60
2026-07-27,54796,90290,28866,84542,6770,93665,56666,78753,55641,4646,42,3127,8547,130,4852,8164,7651,8392,2961,5133,874,639,502,87,29,55,52
2026-07-28,65000,52177,37740,76132,35493,49836,74840,88897,65767,91690,3003,2504,4474,7715,6520,1724,2965,7102,8361,5090,412,496,321,8,63,56,46
2026-07-29,39983,25868,96568,26202,20381,11934,68435,73810,25691,1615,2810,1603,8369,5812,1635,7627,9403,6620,6205,4379,286,858,734,75,43,48,81
2026-07-30,50834,84097,64819,62447,61775,30726,74821,58590,77840,38587,4484,727,5505,4929,1892,5908,8059,9584,1035,8612,595,664,809,6,82,36,90
2026-07-31,41710,16959,10739,60924,41368,90811,63123,98424,67441,83952,6052,8854,7635,5079,313,1998,4305,5739,5938,7735,515,155,117,15,90,4,83
2026-08-01,44823,52597,36687,55162,45892,26457,699,25760,69254,52166,830,6463,8249,5448,5888,1776,7682,2260,2936,9556,12,34,827,56,80,52,90
2026-08-02,11909,1183,86638,28428,50294,48741,18207,84003,55298,24833,4498,8181,748,7913,3904,3715,4923,1801,7169,9455,12,764,261,52,80,91,54
2026-08-03,79247,27241,31300,51792,7775,51893,23369,83969,97015,65551,7710,8275,9162,1657,7586,6902,788,8923,8325,9223,25,472,724,4,63,29,46
2026-08-04,51125,35862,96610,12077,63919,30115,92661,53695,72467,6518,3724,1894,2733,9432,4877,72,502,7833,5986,6061,95,943,601,78,84,44,82
2026-08-05,59760,55456,10476,91557,32941,53211,66869,11310,62131,21652,2398,7142,2000,9166,3761,6791,8530,3118,8299,7902,418,593,705,75,18,95,83
2026-08-06,26167,68160,99032,8931,54651,94887,15060,50406,53504,17720,2654,6120,9919,3406,6318,8204,2751,9801,4706,4350,113,884,188,35,69,95,89
2026-08-07,16479,32689,34894,72643,87827,41746,91915,44180,40642,80950,3018,8277,6586,6556,3843,9329,5322,6009,2583,5618,111,742,932,47,81,44,80
2026-08-08,4922,34327,61556,81119,58618,84963,59121,18200,50273,26811,6850,1862,2384,446,7697,3702,1021,7525,7381,9202,432,542,417,90,78,80,95
2026-08-09,12221,33704,95134,17327,4217,82286,56322,52512,96314,32250,4316,742,8961,8299,3379,6567,7893,5442,1310,1473,468,841,949,21,77,29,97
2026-08-10,92957,2550,25817,57031,9593,15853,94852,74634,30314,33169,7064,3517,7483,6163,704,6495,2417,8189,3332,6578,31,622,103,95,2,84,6
2026-08-11,92191,64720,8936,35676,58345,86863,36851,91550,59891,1824,1196,9596,6005,872,3220,3169,8526,486,7849,4836,982,824,787,22,92,40,0
2026-08-12,82326,31773,64497,88592,50195,46812,80982,66597,76120,13434,172,162,3526,188,3050,2194,4509,7308,9434,6888,540,59,81,21,97,42,0
2026-08-13,79344,29044,43644,8236,55981,70111,58720,59614,16508,49317,2360,5647,9651,3020,5054,5569,1276,464,9015,5688,181,587,525,14,26,19,34
2026-08-14,80018,29580,53595,57908,41944,45738,71720,81217,65909,66106,6940,4034,405,1035,4236,6562,7088,9520,1472,2629,240,470,855,43,54,69,64
2026-08-15,80278,97028,57724,834,71946,84077,83718,45800,97287,77363,6233,3434,5381,6127,4027,2547,1283,5647,6635,761,790,558,928,33,66,52,4
2026-08-16,14696,34229,82514,90636,33329,76533,80510,16133,15073,15006,9256,9622,3649,2715,2300,6408,5948,4631,6950,2621,964,938,433,73,89,52,54
2026-08-17,1939,77200,76612,6154,63160,75617,41941,1983,19790,87235,8355,3614,7074,8014,1827,1645,126,8400,4048,2770,544,687,80,89,61,76,71
2026-08-18,29183,55349,37265,21266,40833,36729,67077,56251,97269,23553,6985,4935,9042,1686,7962,4616,776,8699,4334,2074,873,82,954,51,4,92,13
2026-08-19,13643,9217,23962,46930,7981,14318,66351,73807,6781,90948,5077,4420,4911,6688,9070,9942,5633,9635,9813,1369,189,11,72,19,11,73,54
2026-08-20,7523,3402,71264,70743,23922,98532,50759,33811,64437,25606,4096,2934,699,661,5404,1432,4959,9897,3794,2391,468,74,622,88,34,47,0
2026-08-21,94533,87299,40109,41819,92539,9590,56888,77064,24438,47960,8080,634,7554,4394,730,5132,2761,7268,9875,7853,440,427,521,95,35,99,67
2026-08-22,60213,80300,60683,51132,89384,11622,10383,9349,136,47894,7740,7568,2767,8365,570,5252,4790,7707,6494,9516,354,649,773,26,9,6,64
2026-08-23,37938,50326,58725,40510,34998,8650,51242,57358,5024,69040,1884,1637,6903,914,6704,4409,1155,708,3638,6751,31,40,82,68,87,38,99
2026-08-24,36917,86,94528,27073,94676,56001,9335,1616,84823,29693,6212,2964,6551,4238,1293,3918,3924,8864,9817,964,23,967,517,19,85,40,71
2026-08-25,85080,76371,43081,89795,66749,80518,74933,65733,35107,16236,4843,8746,1633,8603,5132,4515,792,5817,4994,9649,20,762,633,91,9,45,84
2026-08-26,85361,87270,99607,26879,34655,15876,67702,14066,83648,26091,7383,321,9687,4561,5438,4932,7003,8735,7654,198,611,665,226,23,68,96,69
2026-08-27,82645,76199,38417,43370,71224,57662,91737,55918,33648,41452,2895,3322,1638,3018,3643,3131,9679,817,1334,5394,299,481,173,3,86,61,71
2026-08-28,6168,75320,96350,26504,66680,85313,84851,41377,41376,79595,9059,1017,6138,2522,9509,6847,446,8749,2170,1699,250,356,120,96,59,82,7
2026-08-29,90737,47583,66848,95981,3388,79896,29152,37403,42594,60941,4367,6661,677,1601,2043,8544,4656,2693,6519,4208,702,472,676,62,43,34,1
2026-08-30,83772,68785,50518,27452,57053,92810,56241,65128,33811,42264,4753,1152,6777,3507,9460,2913,3232,2999,3670,5129,939,751,594,66,21,34,78
2026-08-31,35644,44080,78984,50748,89513,30669,56530,96863,99520,17862,4957,1095,3729,9646,5516,8263,4726,6107,8216,8450,878,21,893,77,34,70,20
2026-09-01,5521,69764,11984,25698,24697,76719,65670,8302,47610,85931,9017,8080,3768,3944,6796,9705,8662,2052,6112,5873,874,177,239,63,93,51,68
2026-09-02,44542,70943,20944,30062,60516,22853,65620,2493,52067,4270,3422,1237,4540,1955,9150,5572,7077,4767,4522,2340,261,232,249,15,64,32,10
2026-09-03,39511,23956,52156,38339,2003,95975,57033,7934,95846,95188,8846,7210,6567,2605,9043,1126,9634,7326,1964,1077,897,347,118,8,44,73,71
2026-09-04,50066,71152,34677,11336,31123,91287,35599,38872,70150,30636,8795,2876,3557,6896,1372,8325,353,211,7949,185,53,732,243,6,14,74,88
