date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-01-18,64558,37922,18957,42529,60719,65123,43313,86410,31439,60614,4594,8653,6943,1927,7794,9534,9390,8273,8726,6727,344,453,590,9,58,23,88
2025-01-19,53292,63986,7718,343,96839,89209,80977,90622,77300,65137,5544,9610,4074,8831,1956,6041,6399,6463,6071,7365,678,940,898,31,14,60,68
2025-01-20,12050,36546,11172,99417,75388,87358,51987,25277,43164,37345,8975,5630,4329,4120,4829,6476,969,6570,8201,1659,519,390,832,49,79,93,16
2025-01-21,99969,30787,11308,54163,44492,79071,45381,28403,10161,61995,6154,1880,5025,4813,5148,7109,624,5293,9123,7983,983,462,802,41,0,68,59
2025-01-22,14511,59588,23250,85806,47072,74545,37881,21675,36841,51521,205,5893,5600,8871,2113,1959,5565,6103,467,6664,740,940,230,59,60,11,72
2025-01-23,76023,50662,82170,55503,41005,30746,80279,53147,85091,97540,5499,8566,6752,320,5878,751,670,4971,3080,635,323,264,467,67,86,8,56
2025-01-24,80450,48108,23910,47925,75499,16208,43857,61489,72286,51101,1345,5484,1737,7388,168,997,0,1917,5727,9195,632,668,447,2,16,22,74
2025-01-25,61607,65693,52079,94087,42038,33724,57333,53182,9702,20300,5588,7101,7707,4506,6164,591,5419,1968,5228,3500,555,313,158,19,35,46,98
2025-01-26,20446,53455,86924,60026,95003,25084,60420,83881,42031,65231,3912,5124,4661,3179,3141,3911,5842,7414,1287,9893,491,968,932,28,25,51,56
2025-01-27,31409,11776,49551,71865,10761,51341,21302,67817,98261,42768,1673,1530,6219,8779,1978,5559,591,2905,2248,1336,437,35,810,7,3,75,67
2025-02-01,5164,95269,60641,45366,84115,64741,16109,59471,44037,86894,32,1439,6065,4855,5656,2955,8623,5058,4198,7061,432,274,371,69,21,29,25
2025-02-02,61517,88797,19774,13369,85261,68971,53584,32874,20661,74212,4392,7548,3158,8194,4298,1382,1545,1024,6171,1744,325,703,938,97,52,60,41
2025-02-03,46386,27599,22742,42553,83599,53259,21305,74196,98811,95270,3159,876,8146,1694,6753,8546,9450,3573,9700,5650,318,919,57,60,97,63,79
2025-02-04,98201,87690,81899,90158,63831,38219,32101,36530,70854,62829,6780,7209,9538,7111,6916,4797,3221,9260,1665,654,266,975,683,91,44,80,56
2025-02-05,1847,64904,22185,72454,74390,3882,95375,14818,30741,87676,1133,7324,8645,7791,3697,7864,7932,5755,5356,602,614,923,186,30,86,25,96
2025-02-06,4217,35854,98168,82866,76183,23227,89405,40478,30563,7597,9576,960,6422,7228,1591,9295,7186,824,2967,3940,737,614,542,60,53,20,57
2025-02-07,70668,72071,18513,14659,22201,11766,74170,44453,97774,19867,102,9099,462,6891,7678,9905,1035,1468,4825,7224,958,914,841,48,12,64,22
2025-02-08,54528,17562,69417,1727,10557,62141,51584,27618,72213,39382,7718,9454,7062,8367,8712,1995,4763,7003,4060,8835,636,875,992,35,54,78,32
2025-02-09,64615,45929,4518,92980,27250,66054,77407,35092,43193,97358,5273,5132,7447,5319,1064,1863,8177,2759,6711,1484,670,741,929,14,42,74,25
2025-02-10,66686,60431,60942,75353,38807,82239,13001,3378,92809,29581,7608,7121,1392,6214,633,8957,3311,6232,1926,1080,967,728,790,33,20,60,32
2025-02-11,58978,88665,63874,24652,75563,6990,41549,50096,59844,2741,4329,1365,6557,3223,1054,5662,3431,6766,7796,4398,998,662,767,82,26,46,2
2025-02-12,94132,40013,44097,82562,9237,19208,85043,58817,75082,35786,9264,8248,889,8141,7458,7077,7605,7085,2920,4161,508,87,775,26,49,94,18
2025-02-13,97158,16677,23900,98532,31676,66940,88641,89468,19598,41158,1053,2737,9857,3257,2351,9995,6651,859,4476,7392,610,500,880,70,1,49,14
2025-02-14,51690,86998,94747,80525,77362,8547,76671,21537,92602,22798,8258,4994,4898,3779,6777,2689,8832,6524,956,5991,873,921,518,93,45,2,91
2025-02-15,75155,20665,14861,59563,64059,20433,92491,57777,73095,49673,2771,2542,555,7368,9935,9681,607,7914,971,6619,920,156,429,45,25,96,77
2025-02-16,25938,21726,10907,67099,24573,64009,34901,19835,81177,28129,2024,9847,5561,6356,2535,2328,1181,9547,6916,7642,736,92,533,84,10,95,16
2025-02-17,8798,4520,45962,95363,66687,24068,62122,87401,46231,75660,2242,1662,3524,9381,2087,9906,8084,9081,4,7757,719,948,891,93,19,44,71
2025-02-18,14180,72849,48029,28854,60877,8444,17077,78624,17200,68398,6904,3118,444,2961,5347,9519,6217,9938,2119,8413,617,257,235,61,37,2,51
2025-02-19,66521,14650,4939,89154,15164,64790,88284,37491,16296,39902,1994,4858,5188,555,2338,5933,4724,6046,663,3102,183,438,220,96,27,70,46
2025-02-20,69448,60965,14655,68654,62775,78292,15318,14053,2739,15643,196,6854,6812,6911,2396,3434,5547,9461,8322,8597,223,568,274,99,16,29,6
2025-02-21,18159,39067,16676,85871,59497,20396,56769,63568,79584,7619,2438,9709,3668,499,2182,9879,4847,3835,8308,464,575,450,89,96,84,47,65
2025-02-22,4104,4607,66189,2265,4875,32449,55146,95023,47149,67481,5080,7104,7867,2380,610,2954,7982,9136,7045,537,679,627,814,4,80,88,41
2025-02-23,72660,88904,93939,33741,1091,94691,36839,80758,58713,48337,3430,4479,3759,5727,4067,5770,8317,9126,5214,2158,691,537,493,94,4,36,43
2025-02-24,41066,64396,84825,27639,66992,71542,29531,65300,66618,76355,7455,2112,8808,1850,1039,9013,5847,2137,1991,9823,184,350,390,24,30,11,73
2025-02-25,95870,61433,98649,12065,21644,54136,48572,56027,69139,56142,2680,6524,7053,291,9267,5185,8306,7147,6375,8950,718,465,527,94,36,17,24
