date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-05-02,16132,71757,99083,98654,86938,71437,36884,49158,15991,74525,3100,7714,4382,524,6046,7173,3104,6621,697,8307,960,157,907,41,14,62,87
2026-05-03,32964,7578,4054,1848,61895,30357,50223,32428,88363,727,787,1532,2957,1984,6844,3254,1640,1137,8191,6048,506,490,194,68,88,24,59
2026-05-04,11251,41714,83115,80556,26457,76234,63246,50115,83785,71851,6469,5545,730,1317,8380,6205,9349,1012,2407,7442,867,393,252,15,69,63,67
2026-05-05,22512,24866,25891,9705,62986,888,10468,7788,17920,1198,4229,8961,1317,934,6666,1110,9097,3014,7198,2747,368,391,971,37,44,31,50
2026-05-06,80241,16280,3313,79331,9212,76395,61796,72415,72798,15842,5346,509,2157,141,6355,4325,8704,7417,8490,1023,601,392,689,90,50,6,25
2026-05-07,14540,2551,70294,10702,76049,5729,52229,28053,65391,18799,4921,3330,5765,9450,9471,3483,8572,3814,1250,1697,156,125,61,15,40,45,66
2026-05-08,29147,10644,52246,38093,50305,32171,15677,32860,8316,19956,7479,5784,9374,6562,3272,1087,3487,3352,7313,4385,661,311,582,62,25,42,94
2026-05-09,26192,75052,66123,62653,56910,76565,78266,49183,70563,80017,5196,1213,9947,7850,9479,8567,5492,6495,437,1364,681,742,10,5,96,86,45
2026-05-10,76223,73917,73064,66052,8193,69357,46545,74599,83295,32425,8051,3490,6617,8957,3343,7568,2411,3891,6314,2572,953,279,62,17,15,30,52
2026-05-11,52117,31957,40410,91383,73666,88708,37174,89774,2593,47123,6646,2221,9669,5216,5097,7883,5289,891,7752,7773,410,906,74,80,18,44,56
2026-05-12,52233,65304,84177,93271,2993,39635,64827,63404,13927,61748,3934,9304,3652,3551,2458,828,1662,6335,564,8640,81,447,291,27,32,31,58
2026-05-13,64138,72561,33955,19014,31509,43949,77148,1303,77173,80160,9580,8089,8591,546,3416,4046,5822,8047,6374,1215,12,975,708,33,90,99,83
2026-05-14,76669,50624,53092,6398,17989,64061,26753,15989,94645,46767,9287,9523,9817,9442,7503,394,8913,1924,6046,4812,272,676,975,4,48,62,43
2026-05-15,67294,57092,27716,24054,35265,66870,56598,80731,79352,56131,8850,898,3851,3714,7140,9621,291,1307,119,6546,388,714,542,49,47,9,33
2026-05-16,19404,88678,39224,96731,84491,73570,57612,69204,74927,10074,8566,4186,2260,3987,9080,1968,2864,2838,8548,6997,948,185,7,66,60,81,84
2026-05-17,96684,69606,26263,48069,97425,96836,63051,93319,94292,72410,9876,5312,7235,3516,688,8203,2218,3032,2173,9535,656,571,83,9,51,22,93
2026-05-18,55361,46989,54197,29265,35697,70438,35532,71986,48238,64114,6150,4951,1662,4936,8883,5569,8579,5927,35,44,941,444,120,11,49,70,55
2026-05-19,81754,11706,25623,79831,26573,11840,29185,44985,4414,8022,9895,5267,4713,9653,7157,1186,4855,4562,8734,4452,492,974,246,62,18,17,87
2026-05-20,88568,71876,24688,4636,89256,63913,35175,59418,56703,99901,90,1408,838,2884,9113,978,9288,1053,1920,5773,252,120,80,10,52,94,11
2026-05-21,72685,51560,32300,92213,99485,18305,26585,54713,5983,46412,1727,7428,2861,5368,6116,7813,8650,6409,8037,5105,430,186,294,38,54,95,74
2026-05-22,72939,13297,75290,19510,57909,59927,39900,90168,70342,7921,8773,490,7401,1088,8214,1043,5126,2458,5055,6695,76,479,179,43,12,78,81
2026-05-23,38021,37305,8931,94394,49273,23826,48168,65528,50304,34286,3536,5025,1455,7345,911,1352,6348,9886,3058,6392,972,608,381,84,36,85,26
2026-05-24,20104,19670,74907,80114,17997,91084,78875,60333,31939,91682,6992,3686,8582,414,3180,2031,4784,7803,9929,619,253,724,653,29,58,6,96
2026-05-25,97281,22854,39820,91801,88828,35267,96002,58210,98275,43521,6114,2612,9022,7066,3171,9065,9044,9532,4487,7356,350,528,163,90,43,83,96
2026-05-26,49111,53877,67293,25976,90791,37938,50959,61441,1540,65366,1506,714,1716,9892,370,6676,4470,1595,2267,3618,654,51,723,74,39,28,81
