date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-01-01,57068,42408,8125,48752,87572,4842,46588,59776,95131,80235,1801,6138,3976,3634,7525,4363,7217,8796,5253,7828,731,617,253,91,25,69,67
2026-01-02,45748,11781,80531,23392,76928,84288,38636,47152,36104,66867,981,5060,292,2714,5289,9150,7983,5222,5023,9475,641,853,159,29,24,38,22
2026-01-03,949,15457,85851,82350,69570,81764,65786,46220,74631,60683,4812,4200,2174,3735,6454,1685,1007,6152,1401,3802,512,176,433,46,33,92,48
2026-01-04,72397,89278,16329,48048,97159,17185,89076,75782,16654,21201,1843,2975,4502,1658,8385,1584,4326,7132,5751,8036,239,577,634,68,34,77,25
2026-01-05,70505,5501,48493,16909,18738,29020,86274,90525,3324,31558,7048,4168,1108,5083,5260,2009,1307,7469,7284,2745,525,408,194,47,43,65,27
2026-01-06,78447,97482,34133,85357,43618,20625,56308,68669,45345,60368,1998,6601,4650,4973,1571,3798,3675,1466,2197,2606,354,932,356,50,10,65,12
2026-01-07,14389,6509,13267,17968,74323,8916,8345,44717,73749,32966,8786,8627,4145,5444,9205,9877,6869,9819,107,1776,65,764,88,39,64,24,57
2026-01-08,40162,3251,43668,39741,29338,34653,54266,18115,52822,89935,8827,4749,1127,4922,5415,3472,3302,2944,2365,2143,21,854,337,54,88,82,13
2026-01-09,39523,84612,62848,55433,59721,6536,62346,15182,57370,6441,7792,7911,5610,6426,3878,8812,4186,9423,4866,3766,417,102,243,47,87,52,46
2026-01-10,67793,86783,54358,84754,9108,63654,43443,17021,22427,4093,2131,472,7070,2787,3778,6260,7787,9014,8094,7516,762,712,486,70,45,14,13
2026-01-11,82438,32172,39869,21073,48067,7113,74630,5458,91202,608,1508,4847,5535,3417,1130,7400,4663,1636,7725,6936,768,195,519,70,95,10,43
2026-01-12,31894,58524,99688,98714,80158,2439,79195,56597,11543,45857,7282,1938,2863,1645,6652,1464,773,6100,6739,3640,301,697,335,31,34,20,42
2026-01-13,28027,19534,40983,83563,98542,55671,77880,26614,9288,10383,8135,5457,803,9273,7339,2012,6488,64,8499,1774,508,652,762,82,24,25,16
2026-01-14,2817,24517,74215,46621,79283,78432,76304,87446,85707,10084,5422,1753,9687,8395,2844,1358,6578,1837,3246,3689,945,187,978,15,99,52,55
2026-01-15,84522,41647,68429,43071,13656,17226,56960,32399,24912,87150,8476,1756,8256,3416,4039,7861,2800,8288,8644,4014,497,368,374,21,0,14,71
2026-01-16,90128,87289,80910,58166,3971,35172,81844,58854,87945,71849,969,6191,1726,7177,199,6087,5956,571,7403,7046,132,666,595,94,79,33,40
2026-01-17,9824,38842,57875,36581,49247,737,40091,36121,42248,11896,9500,2888,8937,6589,3615,3768,6201,787,8994,497,800,491,957,54,43,74,64
2026-01-18,17151,22960,73303,33180,54339,93758,78904,55993,13321,98721,2066,5089,1660,898,2713,5585,3229,7634,1785,1317,139,283,310,94,16,52,25
2026-01-19,88286,46486,28702,94053,49895,673,22045,65750,76293,4049,5519,2255,8111,1308,2390,9998,677,8380,5455,6840,674,109,851,23,29,24,53
2026-01-20,56878,98776,93745,32124,61464,76448,16058,70170,31091,30031,4592,5974,6752,5492,8780,6774,4549,6179,6789,427,916,392,879,12,9,28,56
2026-01-21,6186,11296,8294,23250,7979,91667,60639,34396,95742,13854,4956,5673,3257,8179,4698,4667,2958,6344,556,7221,480,226,435,60,26,32,49
2026-01-22,84063,18541,60215,67246,83347,49488,42251,16165,27018,4302,187,5560,282,5399,4696,4799,7270,1403,6263,5344,819,774,727,53,69,39,43
2026-01-23,57022,90013,31092,53604,39910,8849,56971,89267,57348,71629,2304,8015,8912,6173,2627,9514,2892,8344,9689,5560,484,417,202,77,19,86,10
2026-01-24,52062,57796,79745,30666,65247,95051,68829,9,25760,27583,4836,3722,1276,8236,5922,1188,449,4561,3565,4500,811,13,869,34,84,51,98
2026-01-25,8230,57060,26225,1219,9580,19519,96438,51944,7151,1630,3102,2391,4962,8535,5523,5519,6483,6771,7336,1652,489,940,371,33,97,86,63
2026-01-26,974,79993,49666,66441,60369,22957,67805,87161,45582,58420,9302,9362,5044,4481,2285,6013,9685,3732,8265,1017,294,739,215,85,67,56,63
2026-01-27,39380,69281,70859,75870,82722,33319,97062,92220,40431,67129,741,2920,6534,9310,4422,5543,2892,1930,4862,5929,733,14,672,22,20,16,61
2026-01-28,24121,96394,18979,53028,17851,36689,93457,43975,85524,91533,3309,9602,5037,3432,2740,8739,6150,3804,2269,4778,801,295,993,76,47,21,77
2026-01-29,38814,56490,15380,53895,54,67007,77876,10229,39014,6875,9294,3693,251,7935,4267,3594,6926,7551,7419,9582,206,200,971,81,87,60,32
2026-01-30,32845,52609,21294,57124,44933,42993,38923,615,76743,98146,1848,2378,6699,3168,1980,7505,3079,8601,7435,3241,392,255,854,3,82,85,81
2026-01-31,42754,61405,48285,19114,63110,4075,60220,89022,77279,42944,9182,5276,3737,947,9007,2156,2640,4549,879,4558,813,258,481,77,51,67,47
2026-02-01,1377,62903,18387,7354,10059,81560,41701,37260,17099,22989,6605,3887,2927,2963,1390,7638,4761,2703,7094,7161,431,107,573,58,3,47,5
2026-02-02,73461,85558,50359,49985,42645,73512,76496,96228,44302,99454,4117,3462,7691,3281,3582,9139,1398,8212,8012,1076,615,883,155,23,7,74,6
2026-02-03,97648,23355,76097,20928,49808,31824,81955,42681,50643,8223,6075,7356,9948,3990,3072,1901,856,4267,952,1140,552,822,147,98,41,76,81
2026-02-04,6517,31720,59815,63073,44790,51542,99159,33670,51349,74299,1691,910,234,8239,7358,8882,4025,6132,2344,2649,448,371,569,65,60,30,88
2026-02-05,10268,7214,26579,26609,29697,34440,97261,6557,90341,4923,7907,3742,9186,629,94,5002,9856,7910,6887,5365,664,748,487,58,73,33,57
2026-02-06,6133,95078,79243,97697,9777,78009,2892,62327,28046,30966,9656,7323,1879,7157,8225,8191,6358,638,1942,7726,562,720,581,5,61,18,50
2026-02-07,38385,72416,98960,67180,70849,21068,12341,42582,87870,13419,2133,6818,2223,2250,1151,8762,8991,6418,292,9309,464,234,649,94,17,77,43
2026-02-08,57977,81761,60912,71500,95110,13995,21161,95191,21309,1132,921,1517,3149,6645,4913,6411,8467,5689,5289,3034,403,432,10,35,36,38,4
2026-02-09,5901,95598,84591,88377,11715,48789,40846,74155,45695,67087,9847,5056,6625,6463,2542,4773,5512,3129,200,4096,130,769,434,14,25,76,67
2026-02-10,65390,26187,35885,57985,28385,68491,37698,84902,95439,27277,2819,4878,2104,3599,3453,4559,4768,6619,5663,4467,632,203,423,59,55,14,61
2026-02-11,20692,89293,96602,63021,95539,28188,78409,65621,66739,32548,8089,3266,4238,9502,5857,1473,5343,1637,4990,3764,545,709,541,98,92,32,47
2026-02-12,81475,35841,94975,87429,3723,60053,5057,83453,87116,45559,9094,2873,3394,7063,2846,3632,5872,9959,2808,5923,990,720,207,81,50,16,10
2026-02-13,93177,17455,10301,37583,69511,81888,38876,4075,94073,91303,4363,7407,1202,9519,7421,5972,7698,7059,2726,3790,717,473,561,73,9,10,1
2026-02-14,90630,60522,4734,21740,51904,72260,94137,41807,10503,34635,9834,4280,9213,6455,8491,4037,2589,3568,7727,5954,915,781,457,18,9,60,86
2026-02-15,22601,2477,62141,37062,78282,7567,25784,99988,99633,97965,9816,8859,9751,1035,7454,8111,7385,6881,1260,8762,634,964,259,79,3,34,45
2026-02-20,36481,64716,13037,47325,5064,76563,48877,99725,72858,28913,1936,1066,6093,5292,6690,8789,1041,8492,1780,3083,586,74,150,75,42,9,81
2026-02-21,44413,7591,33231,76046,65697,99008,46145,79381,48609,12774,4582,612,6600,8162,6341,847,5564,4777,7500,8744,243,887,936,91,14,96,9
2026-02-22,64512,32888,16801,47814,26204,11555,31705,49009,68126,48716,8217,9373,2208,8557,8585,1495,1092,8317,7790,8648,3,214,87,30,88,9,33
2026-02-23,67655,11374,55205,21535,48054,88283,90399,42416,59902,57645,1162,5668,4592,4642,1722,1829,7715,901,3426,7719,396,332,669,45,43,0,57
2026-02-24,65037,12969,56252,649,11522,92128,63197,61423,89746,35294,5578,6685,2154,9613,5289,8010,6004,9930,5280,4771,344,904,115,95,36,37,42
2026-02-25,48153,94401,14959,95063,67852,8790,92001,32702,31735,1631,222,5116,3649,3724,8450,366,154,7196,5248,7701,410,44,718,84,30,13,67
2026-02-26,86408,33453,2973,89033,26458,2328,47651,14451,71896,93956,9950,5001,1794,8308,8160,6608,5967,6156,7330,9398,609,108,352,50,41,65,99
2026-02-27,13283,70345,1554,23922,42516,24330,17997,70853,26007,16931,5944,6781,6597,8740,8512,6208,7633,7838,2994,2531,247,554,108,57,42,39,13
2026-02-28,47891,23959,926,60107,66427,71045,98617,12286,91562,98368,9607,4464,5447,3035,1738,5716,7793,1441,7224,1677,94,495,672,65,82,97,9
2026-03-01,90148,20116,9827,74465,15703,6203,13706,7938,1540,95651,7572,6902,4082,6661,8156,7191,875,7747,1348,651,248,357,890,92,73,60,77
2026-03-02,75257,18045,52704,5590,96296,27117,56279,77805,67303,39745,7707,2749,1020,8081,1983,7224,6773,6641,9130,1735,205,397,508,45,61,98,0
2026-03-03,70078,40950,66118,40389,31047,8184,43369,6141,22438,96241,4710,1311,2871,3800,3937,6820,5108,1978,748,2759,437,240,408,21,36,77,79
2026-03-04,10619,13245,69150,47741,26251,44791,25742,9992,40402,26367,3409,4837,1862,5415,8642,31,73,4613,7360,3672,895,439,658,5,26,91,35
2026-03-05,16659,15079,45592,87782,3563,95657,30432,94002,14594,66474,4109,582,6685,4430,6808,1382,2571,1225,270,22,331,968,885,99,40,14,61
2026-03-06,38249,53250,1244,88779,37366,95788,55078,78381,54571,85851,2832,865,5758,6646,6585,1092,3994,2111,8745,1194,854,610,140,14,71,85,1
2026-03-07,51951,40173,72851,79896,14269,77243,55128,30123,67715,38232,3646,4663,3778,2128,6631,6212,620,2768,6603,8099,491,495,597,43,21,64,83
2026-03-08,81336,22075,83524,88647,52835,80805,90583,51289,63588,50162,519,3798,9052,7138,1762,8391,8947,3527,8829,3753,787,365,384,74,27,24,42
2026-03-09,90580,4540,94487,98098,35606,42538,65963,22001,91804,58627,2392,4618,1552,6353,352,1716,6704,6184,8080,236,614,41,733,53,35,65,20
2026-03-10,22342,94158,15150,54728,54956,51799,30902,86743,33555,90409,4484,660,479,9450,6762,1399,6702,6991,1310,1484,477,990,927,37,95,78,51
2026-03-11,30368,29356,46164,75498,33789,7705,75150,95564,84551,53231,5708,4870,118,979,6196,1569,5628,2636,8647,9269,680,383,179,97,71,9,43
2026-03-12,72124,28130,57732,6509,4837,51117,25464,89493,84646,83696,5204,206,7341,7510,7207,8438,1291,1245,9366,6330,270,656,927,90,8,64,59
2026-03-13,86759,14807,29887,5412,12237,7575,20703,49064,38489,96740,5533,1577,5021,5626,1130,8256,5000,5668,5215,8087,742,489,430,88,90,10,65
2026-03-14,56848,73483,92423,3127,91144,79528,68003,34736,86805,73286,8396,4678,6700,668,9231,4787,8494,9238,8841,1247,214,587,621,52,55,92,91
2026-03-15,1770,90396,93620,88013,31307,29198,55857,83618,47659,16535,2842,2991,522,4344,8085,5101,1052,5669,4280,8397,103,122,461,68,84,38,76
2026-03-16,77552,10246,83858,72874,61930,90777,3788,69003,5296,26446,4795,3934,6784,6764,974,2426,8556,151,3235,5587,57,133,52,47,50,39,28
