date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-04-07,11965,48340,77981,34283,25198,28417,98555,35125,75915,49548,5721,6167,3394,9807,75,2558,449,5144,4297,7563,916,246,131,15,53,13,45
2025-04-08,85584,92460,94309,80339,38673,19343,39875,39135,73331,37241,3565,8493,599,1906,5105,4903,3889,2398,932,4145,925,792,328,9,49,47,62
2025-04-09,159,91760,74428,74019,40491,46915,68086,58335,18113,90856,9226,6463,4240,6222,6722,9480,1297,9896,5718,9018,889,416,313,52,17,42,38
2025-04-10,23147,63090,90267,60958,8080,74975,81776,60791,35047,49927,6617,7108,7035,2407,7988,6745,5814,8933,8037,8163,923,858,49,99,53,14,37
2025-04-11,75850,58053,41238,56310,13151,31467,36401,70032,99392,10677,3097,665,4427,7709,2531,9591,4107,5703,4065,8591,665,739,35,90,80,48,10
2025-04-12,3050,35364,93394,12040,83290,65979,17023,93628,63701,25814,8543,9045,8712,853,4344,5517,3208,7485,7646,9,532,42,744,82,52,60,70
2025-04-13,67860,29079,88928,66303,62213,92082,78387,48930,97552,87768,9010,2734,343,4768,3052,8811,9167,3996,6187,523,947,881,657,70,4,7,92
2025-04-14,46935,76071,8866,77999,28854,16105,81240,42422,16899,38673,2965,5032,6805,8755,7669,6117,1605,743,6632,8420,25,442,188,74,3,68,19
2025-04-15,68908,91676,18319,83976,27319,12559,62205,97157,55577,32890,8955,3111,2148,7486,2900,8986,5018,8671,5358,8858,209,904,79,37,35,91,0
2025-04-16,19409,43686,95698,11630,79516,26391,68013,27471,97978,34710,1339,1663,1679,296,481,7361,9785,7077,4530,8255,388,553,179,89,73,76,77
2025-04-17,36923,7843,75875,74635,57092,85483,82623,76533,70669,42113,162,3104,957,5557,7591,471,6016,169,7821,7845,238,932,164,3,53,54,78
2025-04-18,45992,56139,84594,30470,32425,49152,27463,29040,98816,64096,1595,8118,4806,2291,1094,8544,9311,5918,8130,1323,887,14,149,47,40,9,59
2025-04-19,59508,45905,48036,66057,75845,97356,62335,43342,43170,79373,8945,151,7533,7614,8277,3589,6842,1183,2559,5663,680,131,662,66,92,82,52
2025-04-20,24692,35550,60460,92338,38226,30643,82953,96627,24267,7143,5157,6348,6294,2944,4308,54,9700,2192,93,4250,120,953,787,54,15,87,0
2025-04-21,74906,76418,31723,37024,43406,83752,69055,95844,79164,64179,3982,4919,7233,1669,8706,2381,59,5539,4060,756,292,744,224,49,50,83,76
2025-04-22,95609,96558,64443,6818,36524,88678,73931,60844,69849,79878,3579,956,2232,9796,5292,1643,4774,4139,8077,5796,766,898,245,5,62,9,54
2025-04-23,74529,3639,6922,50756,87939,31477,94428,56698,3175,21603,2606,4366,2038,7630,6361,7606,9561,423,6445,338,954,419,615,79,42,55,92
2025-04-24,85514,73654,19350,1852,62179,91449,83036,53666,98211,50138,205,3087,9067,5584,9966,6257,7775,3848,2853,1526,382,305,904,60,56,71,54
2025-04-25,48177,59647,20415,23215,20284,33476,90743,4028,41596,46183,1012,223,4790,7278,7391,6809,5596,2770,1997,3368,833,104,782,13,66,12,41
2025-04-26,38497,5420,77564,30022,34158,28601,5813,52542,16434,69489,5903,5297,7048,4268,6129,1274,2306,2960,5841,5919,24,236,885,67,45,4,47
2025-04-27,27368,23908,68161,95882,10322,23315,74907,40681,14048,96963,9732,3557,2298,8543,2038,5749,1173,9149,1304,3284,386,210,833,57,48,49,28
2025-04-28,75140,16674,26182,65386,20994,95654,42069,63708,90138,39178,9561,8879,5035,9376,9932,6654,9505,7577,4218,1174,818,873,697,19,73,22,31
2025-04-29,77558,76621,5745,68001,49567,17498,44294,60415,63586,5602,3314,1724,1857,5460,1908,9456,4419,3442,926,7348,98,906,352,21,2,88,57
2025-04-30,53078,38822,93316,70828,20028,93965,76530,1948,44899,1191,6822,2507,6624,1906,9800,4549,685,4777,450,417,886,921,159,75,27,38,35
2025-05-01,15031,94271,10174,60744,84513,43477,48934,98091,4199,17789,9321,6923,8206,219,1709,2158,9079,4875,1474,2721,629,690,989,6,4,11,21
2025-05-02,72624,30110,84955,63236,71762,52244,90383,44939,25914,54592,6718,563,4190,9936,1368,5541,6945,3370,6437,7955,543,840,637,63,89,75,61
2025-05-03,97599,18557,37863,15837,94909,82388,20095,33109,10846,15543,7754,3461,8996,994,2984,4370,3207,2251,8186,5941,334,585,854,15,67,94,76
2025-05-04,78666,8264,95851,51319,2793,1209,42378,89957,13174,72424,6590,4383,5627,5751,7510,4566,6891,4252,8656,1027,233,65,606,40,53,63,92
2025-05-05,48513,77453,43477,35472,72742,59249,31475,74830,63517,36467,5139,6572,1289,1522,1433,1022,8504,5330,4489,8465,771,354,693,15,3,78,71
2025-05-06,22024,47421,54078,94032,4370,93445,44110,68245,26001,22618,2976,1999,2854,3419,2215,8874,9697,263,4585,1488,432,455,662,2,54,63,72
2025-05-07,45794,90210,83637,57560,10330,98990,5062,51140,74145,34759,2979,836,2110,6698,9301,9377,145,2218,6346,8707,258,933,342,37,80,49,11
2025-05-08,34102,83628,93572,68158,46418,87285,95438,99647,44082,6607,1633,3504,1936,1010,3835,6863,6256,5681,7070,8739,756,45,658,93,14,68,60
2025-05-09,62809,11870,67499,21131,95848,22778,41176,3643,17264,55674,8050,5156,6991,2974,5764,3841,8460,1063,2155,4622,569,981,973,72,9,75,58
2025-05-10,74022,1104,68869,8704,86863,16602,18908,13771,73806,14362,2494,7000,6119,4431,2238,5156,3862,4140,5065,3201,612,3,0,88,30,24,10
2025-05-11,177,52567,68101,82803,92176,37092,90348,31490,38131,57488,4886,5239,5431,5609,4704,2634,1557,8994,4244,2473,192,268,18,32,76,38,45
2025-05-12,62640,14561,53264,18044,20416,89008,2694,71579,54507,92330,3174,8928,1989,10,1571,7224,5336,7891,8676,5259,945,388,789,30,55,57,6
2025-05-13,53609,93499,58959,71774,9113,46454,41631,75651,84525,99578,4111,7277,6559,348,6996,9358,1872,3380,9306,6324,199,730,684,47,31,64,5
2025-05-14,70130,95232,64491,9749,43211,82166,58258,25755,96988,74736,4736,6566,8937,1046,6176,2834,5886,5740,4289,1645,661,962,541,80,76,18,9
2025-05-15,92768,4468,41631,56297,10650,80564,84057,22254,11164,50658,5824,5202,3723,8572,2280,3168,9878,7224,8131,9264,722,536,592,7,66,81,64
2025-05-16,27987,50566,36556,2620,84084,81082,21383,82811,3629,39655,625,2144,7783,32,5555,1526,2338,876,9404,578,357,669,682,99,4,91,52
2025-05-17,81936,31605,70586,7506,96068,91893,8181,72444,60898,67281,2057,5538,8140,4724,6428,1000,2645,5464,4113,8818,280,429,151,20,27,74,89
2025-05-18,21263,35824,24610,458,68122,77066,3067,54313,68530,36930,4950,6864,4202,5350,1380,5450,2851,8307,6205,1822,995,304,403,77,8,5,9
2025-05-19,132,97630,76905,32370,78322,73672,36449,58772,61466,45257,3698,3847,9931,5898,2065,533,872,3008,3425,2093,114,124,166,8,35,82,19
2025-05-20,71157,32908,31563,45772,87545,90688,7306,69763,16661,62354,8291,5881,6887,4376,7954,9050,5385,4830,2184,6319,673,226,499,19,47,80,34
2025-05-21,1318,91175,91903,88486,69815,25785,4382,21506,71116,8507,7050,9666,8469,9034,6158,8378,2496,209,7099,501,716,79,746,12,75,56,84
2025-05-22,61905,23990,45612,74430,73804,79246,38559,49844,82732,71563,8097,1046,9600,2310,8975,8875,855,6081,1318,7743,185,940,418,97,65,68,44
2025-05-23,93358,38874,25389,10920,48039,96933,13098,72171,90388,85723,353,9244,8369,2570,4471,7131,3707,2599,5354,5061,792,657,629,32,96,57,11
2025-05-24,87064,25478,5579,9881,94449,25089,16824,53878,11106,75300,7651,413,7523,8736,8295,9043,4378,4871,8091,5056,538,495,554,88,29,28,52
2025-05-25,64435,76145,18081,42268,41834,64594,94285,83209,56737,12928,8758,1730,4335,414,2515,1825,8060,9573,403,6094,761,756,166,8,51,35,25
2025-05-26,96768,1088,97194,14800,82007,2818,10799,31678,11741,90814,4769,4932,9841,5064,3927,8220,5531,1072,634,358,484,625,932,42,86,83,19
2025-05-27,93735,84193,28266,46345,99568,32674,30576,3693,32220,9852,7220,3060,1801,5251,7130,7278,8916,3626,272,3702,365,749,394,37,79,3,6
2025-05-28,27634,95953,63828,88926,10330,72375,95416,6622,41822,64937,3203,3000,8254,8382,4169,6955,4558,8003,529,358,984,873,568,52,33,98,37
2025-05-29,76901,49334,26013,65242,21603,83257,20797,17760,32822,70260,3787,5717,9080,8111,8127,9310,9653,6114,2105,5667,155,623,858,77,90,25,93
